"ORDEN","FECHA_ORDEN","FECHA_DESPACHO","ANO_ORDEN","TIPO_DESPACHO","CLIENTE","SEGMENTO","PAIS","CIUDAD","ESTADO","REGION","IDPRODUCTO","CATEGORIA","SUBCATEGORIA","NOMBRE_PRODUCTO","VENTAUSD","CANTIDAD","DESCUENTO","UTILIDAD_EMPRESA"
"CA-2014-115259-114","8/25/14","8/27/14",2014,"Second Class","Ryan Crowe","Consumer","United States","Columbus","Ohio","East","OFF-FA-10000621","Office Supplies","Fasteners","OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
"CA-2014-115259-115","8/25/14","8/27/14",2014,"Second Class","Ryan Crowe","Consumer","United States","Columbus","Ohio","East","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
"CA-2014-115259-116","8/25/14","8/27/14",2014,"Second Class","Ryan Crowe","Consumer","United States","Columbus","Ohio","East","OFF-PA-10004965","Office Supplies","Paper","Xerox 1921",23.976,3,0.2,7.4925
"CA-2014-115259-117","8/25/14","8/27/14",2014,"Second Class","Ryan Crowe","Consumer","United States","Columbus","Ohio","East","OFF-EN-10002504","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
"CA-2015-110457-118","3/2/15","3/6/15",2015,"Standard Class","Dave Kipp","Consumer","United States","Seattle","Washington","West","FUR-TA-10001768","Furniture","Tables","Hon Racetrack Conference Tables",787.53,3,0,165.3813
"US-2015-136476-119","4/5/15","4/10/15",2015,"Standard Class","Greg Guthrie","Corporate","United States","Bristol","Tennessee","South","OFF-BI-10003650","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine",157.794,1,0.7,-115.7156
"CA-2016-103730-120","6/12/16","6/15/16",2016,"First Class","Steven Cartwright","Consumer","United States","Wilmington","Delaware","East","FUR-FU-10002157","Furniture","Furnishings","Artistic Insta-Plaque",47.04,3,0,18.3456
"CA-2016-103730-121","6/12/16","6/15/16",2016,"First Class","Steven Cartwright","Consumer","United States","Wilmington","Delaware","East","OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill",30.84,4,0,13.878
"CA-2016-103730-122","6/12/16","6/15/16",2016,"First Class","Steven Cartwright","Consumer","United States","Wilmington","Delaware","East","OFF-ST-10000777","Office Supplies","Storage","Companion Letter/Legal File, Black",226.56,6,0,63.4368
"CA-2016-103730-123","6/12/16","6/15/16",2016,"First Class","Steven Cartwright","Consumer","United States","Wilmington","Delaware","East","OFF-EN-10002500","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes",115.02,9,0,51.759
"CA-2016-103730-124","6/12/16","6/15/16",2016,"First Class","Steven Cartwright","Consumer","United States","Wilmington","Delaware","East","TEC-PH-10003875","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",68.04,7,0,19.7316
"US-2014-152030-125","12/26/14","12/28/14",2014,"Second Class","Alan Dominguez","Home Office","United States","Houston","Texas","Central","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",600.558,3,0.3,-8.5794
"US-2014-134614-126","9/20/14","9/25/14",2014,"Standard Class","Philip Fox","Consumer","United States","Bloomington","Illinois","Central","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables",617.7,6,0.5,-407.682
"US-2017-107272-127","11/5/17","11/12/17",2017,"Standard Class","Troy Staebel","Consumer","United States","Phoenix","Arizona","West","OFF-BI-10003274","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
"US-2017-107272-128","11/5/17","11/12/17",2017,"Standard Class","Troy Staebel","Consumer","United States","Phoenix","Arizona","West","OFF-ST-10002974","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
"US-2016-125969-129","11/6/16","11/10/16",2016,"Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles","California","West","FUR-CH-10001146","Furniture","Chairs","Global Task Chair, Black",81.424,2,0.2,-9.1602
"US-2016-125969-130","11/6/16","11/10/16",2016,"Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles","California","West","FUR-FU-10003773","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",238.56,3,0,26.2416
"US-2017-164147-131","2/2/17","2/5/17",2017,"First Class","Dorothy Wardle","Corporate","United States","Columbus","Ohio","East","TEC-PH-10002293","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",59.97,5,0.4,-11.994
"US-2017-164147-132","2/2/17","2/5/17",2017,"First Class","Dorothy Wardle","Corporate","United States","Columbus","Ohio","East","OFF-PA-10002377","Office Supplies","Paper","Xerox 1916",78.304,2,0.2,29.364
"US-2017-164147-133","2/2/17","2/5/17",2017,"First Class","Dorothy Wardle","Corporate","United States","Columbus","Ohio","East","OFF-FA-10002780","Office Supplies","Fasteners","Staples",21.456,9,0.2,6.9732
"CA-2016-145583-134","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-PA-10001804","Office Supplies","Paper","Xerox 195",20.04,3,0,9.6192
"CA-2016-145583-135","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-PA-10001736","Office Supplies","Paper","Xerox 1880",35.44,1,0,16.6568
"CA-2016-145583-136","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-AR-10001149","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
"CA-2016-145583-137","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-FA-10002988","Office Supplies","Fasteners","Ideal Clamps",4.02,2,0,1.9698
"CA-2016-145583-138","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-BI-10004781","Office Supplies","Binders","GBC Wire Binding Strips",76.176,3,0.2,26.6616
"CA-2016-145583-139","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","OFF-SU-10001218","Office Supplies","Supplies","Fiskars Softgrip Scissors",65.88,6,0,18.4464
"CA-2016-145583-140","10/13/16","10/19/16",2016,"Standard Class","Lena Creighton","Consumer","United States","Roseville","California","West","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs",43.12,14,0,20.6976
"CA-2016-110366-141","9/5/16","9/7/16",2016,"Second Class","Jonathan Doherty","Corporate","United States","Philadelphia","Pennsylvania","East","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
"CA-2017-106180-142","9/18/17","9/23/17",2017,"Standard Class","Sally Hughsby","Corporate","United States","San Francisco","California","West","OFF-AR-10000940","Office Supplies","Art","Newell 343",8.82,3,0,2.3814
"CA-2017-106180-143","9/18/17","9/23/17",2017,"Standard Class","Sally Hughsby","Corporate","United States","San Francisco","California","West","OFF-EN-10004030","Office Supplies","Envelopes","Convenience Packs of Business Envelopes",10.86,3,0,5.1042
"CA-2017-106180-144","9/18/17","9/23/17",2017,"Standard Class","Sally Hughsby","Corporate","United States","San Francisco","California","West","OFF-PA-10004327","Office Supplies","Paper","Xerox 1911",143.7,3,0,68.976
"CA-2017-155376-145","12/22/17","12/27/17",2017,"Standard Class","Sandra Glassco","Consumer","United States","Independence","Missouri","Central","OFF-AP-10001058","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",839.43,3,0,218.2518
"CA-2015-110744-146","9/7/15","9/12/15",2015,"Standard Class","Helen Andreada","Consumer","United States","Pasadena","California","West","OFF-ST-10003656","Office Supplies","Storage","Safco Industrial Wire Shelving",671.93,7,0,20.1579
"CA-2014-110072-147","10/22/14","10/28/14",2014,"Standard Class","Maureen Gastineau","Home Office","United States","Newark","Ohio","East","FUR-FU-10000521","Furniture","Furnishings","Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
"CA-2016-114489-148","12/5/16","12/9/16",2016,"Standard Class","Justin Ellison","Corporate","United States","Franklin","Wisconsin","Central","TEC-PH-10000215","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C",384.45,11,0,103.8015
"CA-2016-114489-149","12/5/16","12/9/16",2016,"Standard Class","Justin Ellison","Corporate","United States","Franklin","Wisconsin","Central","TEC-PH-10001448","Technology","Phones","Anker Astro 15000mAh USB Portable Charger",149.97,3,0,5.9988
"CA-2016-114489-150","12/5/16","12/9/16",2016,"Standard Class","Justin Ellison","Corporate","United States","Franklin","Wisconsin","Central","FUR-CH-10000454","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552
"CA-2016-114489-151","12/5/16","12/9/16",2016,"Standard Class","Justin Ellison","Corporate","United States","Franklin","Wisconsin","Central","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",171.55,5,0,80.6285
"CA-2016-158834-152","3/13/16","3/16/16",2016,"First Class","Tamara Willingham","Home Office","United States","Scottsdale","Arizona","West","OFF-AP-10000326","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",157.92,5,0.2,17.766
"CA-2016-158834-153","3/13/16","3/16/16",2016,"First Class","Tamara Willingham","Home Office","United States","Scottsdale","Arizona","West","TEC-PH-10001254","Technology","Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset",203.184,2,0.2,15.2388
"CA-2015-124919-154","5/31/15","6/2/15",2015,"First Class","Stephanie Phelps","Corporate","United States","San Jose","California","West","OFF-PA-10001950","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes",58.38,7,0,26.271
"CA-2015-124919-155","5/31/15","6/2/15",2015,"First Class","Stephanie Phelps","Corporate","United States","San Jose","California","West","OFF-PA-10002254","Office Supplies","Paper","Xerox 1883",105.52,4,0,48.5392
"CA-2015-124919-156","5/31/15","6/2/15",2015,"First Class","Stephanie Phelps","Corporate","United States","San Jose","California","West","OFF-ST-10001590","Office Supplies","Storage","Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
"CA-2015-118948-157","5/28/15","6/3/15",2015,"Standard Class","Neil Knudson","Home Office","United States","Seattle","Washington","West","OFF-AR-10001547","Office Supplies","Art","Newell 311",6.63,3,0,1.7901
"CA-2014-104269-158","3/1/14","3/6/14",2014,"Second Class","Dave Brooks","Consumer","United States","Seattle","Washington","West","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",457.568,2,0.2,51.4764
"CA-2016-114104-159","11/20/16","11/24/16",2016,"Standard Class","Nora Paige","Consumer","United States","Edmond","Oklahoma","Central","OFF-LA-10002475","Office Supplies","Labels","Avery 519",14.62,2,0,6.8714
"CA-2016-114104-160","11/20/16","11/24/16",2016,"Standard Class","Nora Paige","Consumer","United States","Edmond","Oklahoma","Central","TEC-PH-10004536","Technology","Phones","Avaya 5420 Digital phone",944.93,7,0,236.2325
"CA-2016-162733-161","5/11/16","5/12/16",2016,"First Class","Ted Trevino","Consumer","United States","Los Angeles","California","West","OFF-PA-10002751","Office Supplies","Paper","Xerox 1920",5.98,1,0,2.691
"CA-2015-119697-162","12/28/15","12/31/15",2015,"Second Class","Eric Murdock","Consumer","United States","Philadelphia","Pennsylvania","East","TEC-AC-10003657","Technology","Accessories","Lenovo 17-Key USB Numeric Keypad",54.384,2,0.2,1.3596
"CA-2016-154508-163","11/16/16","11/20/16",2016,"Standard Class","Ruben Dartt","Consumer","United States","Carlsbad","New Mexico","West","OFF-EN-10001990","Office Supplies","Envelopes","Staple envelope",28.4,5,0,13.348
"CA-2016-113817-164","11/7/16","11/11/16",2016,"Standard Class","Max Jones","Consumer","United States","Seattle","Washington","West","OFF-BI-10004002","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders",27.68,2,0.2,9.688
"CA-2014-139892-165","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","OFF-AR-10004441","Office Supplies","Art","BIC Brite Liner Highlighters",9.936,3,0.2,2.7324
"CA-2014-139892-166","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","TEC-MA-10000822","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer",8159.952,8,0.4,-1359.992
"CA-2014-139892-167","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","OFF-ST-10000991","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.",275.928,3,0.2,-58.6347
"CA-2014-139892-168","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair",1740.06,9,0.3,-24.858
"CA-2014-139892-169","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","OFF-AR-10002656","Office Supplies","Art","Sanford Liquid Accent Highlighters",32.064,6,0.2,6.8136
"CA-2014-139892-170","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","OFF-AP-10002518","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center",177.98,5,0.8,-453.849
"CA-2014-139892-171","9/8/14","9/12/14",2014,"Standard Class","Becky Martin","Consumer","United States","San Antonio","Texas","Central","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",143.976,3,0.2,8.9985
"CA-2014-118962-172","8/5/14","8/9/14",2014,"Standard Class","Chad Sievert","Consumer","United States","Los Angeles","California","West","OFF-PA-10000659","Office Supplies","Paper","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.8418
"CA-2014-118962-173","8/5/14","8/9/14",2014,"Standard Class","Chad Sievert","Consumer","United States","Los Angeles","California","West","OFF-PA-10001144","Office Supplies","Paper","Xerox 1913",110.96,2,0,53.2608
"CA-2014-118962-174","8/5/14","8/9/14",2014,"Standard Class","Chad Sievert","Consumer","United States","Los Angeles","California","West","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair, Gray",340.144,7,0.2,21.259
"US-2014-100853-175","9/14/14","9/19/14",2014,"Standard Class","Jennifer Braxton","Corporate","United States","Chicago","Illinois","Central","OFF-AP-10000891","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",52.448,2,0.8,-131.12
"US-2014-100853-176","9/14/14","9/19/14",2014,"Standard Class","Jennifer Braxton","Corporate","United States","Chicago","Illinois","Central","OFF-LA-10003148","Office Supplies","Labels","Avery 51",20.16,4,0.2,6.552
"US-2017-152366-177","4/21/17","4/25/17",2017,"Second Class","Shirley Jackson","Consumer","United States","Houston","Texas","Central","OFF-AP-10002684","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16
"US-2015-101511-178","11/21/15","11/23/15",2015,"Second Class","Joel Eaton","Consumer","United States","Newark","Ohio","East","FUR-CH-10004698","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
"US-2015-101511-179","11/21/15","11/23/15",2015,"Second Class","Joel Eaton","Consumer","United States","Newark","Ohio","East","OFF-SU-10002189","Office Supplies","Supplies","Acme Rosewood Handle Letter Opener",15.88,5,0.2,-3.7715
"CA-2015-137225-180","12/15/15","12/19/15",2015,"Standard Class","Jim Kriz","Home Office","United States","New York City","New York","East","OFF-AR-10001940","Office Supplies","Art","Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104
"CA-2014-166191-181","12/5/14","12/9/14",2014,"Second Class","David Kendrick","Corporate","United States","Decatur","Illinois","Central","OFF-ST-10003455","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612
"CA-2014-166191-182","12/5/14","12/9/14",2014,"Second Class","David Kendrick","Corporate","United States","Decatur","Illinois","Central","TEC-AC-10004659","Technology","Accessories","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.744,7,0.2,76.6395
"CA-2014-158274-183","11/19/14","11/24/14",2014,"Second Class","Robert Marley","Home Office","United States","Monroe","Louisiana","South","TEC-PH-10003273","Technology","Phones","AT&T TR1909W",503.96,4,0,131.0296
"CA-2014-158274-184","11/19/14","11/24/14",2014,"Second Class","Robert Marley","Home Office","United States","Monroe","Louisiana","South","TEC-PH-10004896","Technology","Phones","Nokia Lumia 521 (T-Mobile)",149.95,5,0,41.986
"CA-2014-158274-185","11/19/14","11/24/14",2014,"Second Class","Robert Marley","Home Office","United States","Monroe","Louisiana","South","TEC-AC-10002345","Technology","Accessories","HP Standard 104 key PS/2 Keyboard",29,2,0,7.25
"CA-2016-105018-186","11/28/16","12/2/16",2016,"Standard Class","Sally Knutson","Consumer","United States","Fairfield","Connecticut","East","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets",7.16,2,0,3.4368
"CA-2014-123260-187","8/26/14","8/30/14",2014,"Standard Class","Frank Merwin","Home Office","United States","Los Angeles","California","West","TEC-AC-10002323","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.8,8,0,22.984
"CA-2016-157000-188","7/16/16","7/22/16",2016,"Standard Class","Alice McCarthy","Corporate","United States","Grand Prairie","Texas","Central","OFF-ST-10001328","Office Supplies","Storage","Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224
"CA-2016-157000-189","7/16/16","7/22/16",2016,"Standard Class","Alice McCarthy","Corporate","United States","Grand Prairie","Texas","Central","OFF-PA-10001950","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes",20.016,3,0.2,6.255
"CA-2015-102281-190","10/12/15","10/14/15",2015,"First Class","Mark Packer","Home Office","United States","New York City","New York","East","FUR-BO-10002613","Furniture","Bookcases","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
"CA-2015-102281-191","10/12/15","10/14/15",2015,"First Class","Mark Packer","Home Office","United States","New York City","New York","East","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",71.76,6,0,20.0928
"CA-2015-102281-192","10/12/15","10/14/15",2015,"First Class","Mark Packer","Home Office","United States","New York City","New York","East","OFF-PA-10000061","Office Supplies","Paper","Xerox 205",51.84,8,0,24.8832
"CA-2015-102281-193","10/12/15","10/14/15",2015,"First Class","Mark Packer","Home Office","United States","New York City","New York","East","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
"CA-2015-102281-194","10/12/15","10/14/15",2015,"First Class","Mark Packer","Home Office","United States","New York City","New York","East","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford",19.9,5,0,6.567
"CA-2015-131457-195","10/31/15","11/6/15",2015,"Standard Class","Mary Zewe","Corporate","United States","Redlands","California","West","OFF-EN-10001509","Office Supplies","Envelopes","Poly String Tie Envelopes",14.28,7,0,6.7116
"CA-2014-140004-196","3/21/14","3/25/14",2014,"Standard Class","Cassandra Brandow","Consumer","United States","Hamilton","Ohio","East","OFF-AR-10004685","Office Supplies","Art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
"CA-2014-140004-197","3/21/14","3/25/14",2014,"Standard Class","Cassandra Brandow","Consumer","United States","Hamilton","Ohio","East","OFF-AR-10004027","Office Supplies","Art","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
"CA-2017-107720-198","11/6/17","11/13/17",2017,"Standard Class","Valerie Mitchum","Home Office","United States","Westfield","New Jersey","East","OFF-ST-10001414","Office Supplies","Storage","Decoflex Hanging Personal Folder File",46.26,3,0,12.0276
"US-2017-124303-199","7/6/17","7/13/17",2017,"Standard Class","Fred Hopkins","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
"US-2017-124303-200","7/6/17","7/13/17",2017,"Standard Class","Fred Hopkins","Corporate","United States","Philadelphia","Pennsylvania","East","OFF-PA-10002749","Office Supplies","Paper","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
"CA-2017-105074-201","6/24/17","6/29/17",2017,"Standard Class","Maria Bertelson","Consumer","United States","Akron","Ohio","East","OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes",21.744,3,0.2,6.795
"CA-2014-133690-202","8/3/14","8/5/14",2014,"First Class","Bruce Stewart","Consumer","United States","Denver","Colorado","West","FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",218.75,2,0.5,-161.875
"CA-2014-133690-203","8/3/14","8/5/14",2014,"First Class","Bruce Stewart","Consumer","United States","Denver","Colorado","West","OFF-AP-10003622","Office Supplies","Appliances","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
"US-2017-116701-204","12/17/17","12/21/17",2017,"Second Class","Logan Currie","Consumer","United States","Dallas","Texas","Central","OFF-AP-10003217","Office Supplies","Appliances","Eureka Sanitaire  Commercial Upright",66.284,2,0.8,-178.9668
"CA-2017-126382-205","6/3/17","6/7/17",2017,"Standard Class","Heather Kirkland","Corporate","United States","Franklin","Tennessee","South","FUR-FU-10002960","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
"CA-2017-108329-206","12/9/17","12/14/17",2017,"Standard Class","Laurel Elliston","Consumer","United States","Whittier","California","West","TEC-PH-10001918","Technology","Phones","Nortel Business Series Terminal T7208 Digital phone",444.768,4,0.2,44.4768
"CA-2017-135860-207","12/1/17","12/7/17",2017,"Standard Class","Joseph Holt","Consumer","United States","Saginaw","Michigan","Central","OFF-ST-10000642","Office Supplies","Storage","Tennsco Lockers, Gray",83.92,4,0,5.8744
"CA-2017-135860-208","12/1/17","12/7/17",2017,"Standard Class","Joseph Holt","Consumer","United States","Saginaw","Michigan","Central","TEC-PH-10001700","Technology","Phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone",131.98,2,0,35.6346
"CA-2017-135860-209","12/1/17","12/7/17",2017,"Standard Class","Joseph Holt","Consumer","United States","Saginaw","Michigan","Central","OFF-BI-10003274","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824
"CA-2017-135860-210","12/1/17","12/7/17",2017,"Standard Class","Joseph Holt","Consumer","United States","Saginaw","Michigan","Central","OFF-FA-10000134","Office Supplies","Fasteners","Advantus Push Pins, Aluminum Head",52.29,9,0,16.2099
"CA-2017-135860-211","12/1/17","12/7/17",2017,"Standard Class","Joseph Holt","Consumer","United States","Saginaw","Michigan","Central","OFF-ST-10001522","Office Supplies","Storage","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.6796
"CA-2015-101007-212","2/9/15","2/13/15",2015,"Second Class","Michael Stewart","Corporate","United States","Dallas","Texas","Central","TEC-AC-10001266","Technology","Accessories","Memorex Micro Travel Drive 8 GB",20.8,2,0.2,6.5
"CA-2015-146262-213","1/2/15","1/9/15",2015,"Standard Class","Victoria Wilson","Corporate","United States","Medina","Ohio","East","OFF-LA-10004544","Office Supplies","Labels","Avery 505",23.68,2,0.2,8.88
"CA-2015-146262-214","1/2/15","1/9/15",2015,"Standard Class","Victoria Wilson","Corporate","United States","Medina","Ohio","East","FUR-BO-10004695","Furniture","Bookcases","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",452.45,5,0.5,-244.323
"CA-2015-146262-215","1/2/15","1/9/15",2015,"Standard Class","Victoria Wilson","Corporate","United States","Medina","Ohio","East","TEC-PH-10002844","Technology","Phones","Speck Products Candyshell Flip Case",62.982,3,0.4,-14.6958
"CA-2015-146262-216","1/2/15","1/9/15",2015,"Standard Class","Victoria Wilson","Corporate","United States","Medina","Ohio","East","TEC-MA-10000864","Technology","Machines","Cisco 9971 IP Video Phone Charcoal",1188,9,0.7,-950.4
"CA-2015-146262-217","1/2/15","1/9/15",2015,"Standard Class","Victoria Wilson","Corporate","United States","Medina","Ohio","East","TEC-AC-10000109","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",89.584,2,0.2,4.4792
"CA-2016-130162-218","10/28/16","11/1/16",2016,"Standard Class","Jonathan Howell","Consumer","United States","Los Angeles","California","West","OFF-ST-10001328","Office Supplies","Storage","Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568
"CA-2016-130162-219","10/28/16","11/1/16",2016,"Standard Class","Jonathan Howell","Consumer","United States","Los Angeles","California","West","TEC-PH-10002563","Technology","Phones","Adtran 1202752G1",302.376,3,0.2,22.6782
"CA-2015-169397-220","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",5.584,2,0.2,1.8148
"CA-2015-169397-221","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","OFF-PA-10004000","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302
"CA-2015-169397-222","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","OFF-BI-10002852","Office Supplies","Binders","Ibico Standard Transparent Covers",19.776,4,0.7,-13.8432
"CA-2015-169397-223","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","FUR-FU-10000087","Furniture","Furnishings","Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
"CA-2015-169397-224","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","TEC-MA-10001148","Technology","Machines","Swingline SM12-08 MicroCut Jam Free Shredder",479.988,4,0.7,-383.9904
"CA-2015-169397-225","12/24/15","12/27/15",2015,"First Class","Joni Blumstein","Consumer","United States","Dublin","Ohio","East","OFF-AR-10001958","Office Supplies","Art","Stanley Bostitch Contemporary Electric Pencil Sharpeners",27.168,2,0.2,2.7168
"CA-2015-163055-226","8/9/15","8/16/15",2015,"Standard Class","David Smith","Corporate","United States","Detroit","Michigan","Central","OFF-AR-10001026","Office Supplies","Art","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.968
"CA-2015-163055-227","8/9/15","8/16/15",2015,"Standard Class","David Smith","Corporate","United States","Detroit","Michigan","Central","FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables",622.45,5,0,136.939
"CA-2015-163055-228","8/9/15","8/16/15",2015,"Standard Class","David Smith","Corporate","United States","Detroit","Michigan","Central","OFF-ST-10002485","Office Supplies","Storage","Rogers Deluxe File Chest",21.98,1,0,0.2198
"US-2015-145436-229","2/28/15","3/4/15",2015,"Standard Class","Valerie Dominguez","Consumer","United States","Columbia","Tennessee","South","FUR-CH-10004860","Furniture","Chairs","Global Low Back Tilter Chair",161.568,2,0.2,-28.2744
